ITGA8,integrin binding,metal ion binding,integrin-mediated signaling pathway,substrate adhesion-dependent cell spreading,cell-matrix adhesion,transforming growth factor beta receptor signaling pathway
LGR4,g protein-coupled peptide receptor activity,g protein-coupled receptor activity,wnt signaling pathway,protein binding,positive regulation of canonical wnt signaling pathway,toll-like receptor signaling pathway
LCP2,protein binding,tcr signaling pathway,mast cell activation,plasma membrane raft localization,positive regulation of protein kinase activity,cytoplasm localization
CCKBR,cholecystokinin signaling pathway,g protein-coupled receptor signaling pathway,positive regulation of cell population proliferation,phospholipase c-activating g protein-coupled receptor signaling pathway,cell surface receptor signaling pathway,gastric acid secretion
NLGN1,synapse assembly,cell adhesion molecule binding,neurexin family protein binding,regulation of nmda receptor activity,positive regulation of synaptic vesicle exocytosis,ampa glutamate receptor clustering
CACNA2D1,voltage-gated calcium channel activity,calcium ion transmembrane transport,cardiac muscle cell action potential,regulation of membrane repolarization during action potential,presynaptic active zone membrane,cellular response to amyloid-beta
UNC5B,netrin receptor activity,protein binding,positive regulation of phosphatidylinositol 3-kinase/protein kinase b signal transduction,negative regulation of neuron apoptotic process,angiogenesis,apoptotic proces
HLA-DRB5,peptide antigen binding,mhc class ii protein complex binding,antigen processing and presentation,positive regulation of t cell activation,adaptive immune response,immune response
RUNX1,transcription cis-regulatory region binding,dna binding,rna polymerase ii transcription regulatory region sequence-specific dna binding,hematopoiesis,positive regulation of developmental process,positive regulation of granulocyte differentiation
ARFIP2,actin cytoskeleton organization,lamellipodia assembly,small gtpase-mediated signal transduction,regulation of arp2/3 complex-mediated actin nucleation,mitophagy,cell motility
FRS2,fibroblast growth factor receptor binding,positive regulation of mapk cascade,cellular response to fibroblast growth factor stimulus,transmembrane receptor protein tyrosine kinase adaptor activity,protein binding,lens development in camera-type eye
CFB,complement activation,serine-type peptidase activity,extracellular region,classical pathway,complement binding,proteolysis
AKT1S1,protein kinase inhibitor activity,negative regulation of protein kinase activity,torc1 complex,regulation of apoptotic process,negative regulation of tor signaling,regulation of neuron apoptotic proces
DHX37,rna helicase activity,cohesin loader activity,atp hydrolysis activity,chromatin remodeling,ribosome biogenesis,histone chaperone activity
TAF1B,rna polymerase i preinitiation complex assembly,dna-templated transcription,nucleolar large rrna transcription by rna polymerase i,transcription by rna polymerase i,nucleus localization,protein binding
PRKAR1A,camp binding,camp-dependent protein kinase regulator activity,negative regulation of camp/pka signal transduction,cardiac muscle cell proliferation,sarcomere organization,glucagon response
SIN3B,histone deacetylase interacting domain-containing protein,chromatin binding,transcription corepressor activity,negative regulation of dna-templated transcription,regulation of dna-templated transcription,nucleus localization
MSL2,histone h2b ubiquitin ligase activity,protein monoubiquitination,chromatin organization,epigenetic regulation of gene expression,dna damage response,nucleus localization
HNRNPR,mrna binding,rna splicing,pre-mrna processing,spliceosome complex,nucleus,protein bindin
RNF43,wnt receptor catabolic process,ubiquitin-protein transferase activity,protein ubiquitination,negative regulation of wnt signaling pathway,frizzled binding,nuclear envelop
NPAS2,dna binding,dimerization activity,transcription regulator complex,circadian regulation of gene expression,response to xenobiotic stimulus,dna damage response
CYTH3,lipid binding,guanine nucleotide exchange factor activity,regulation of arf protein signal transduction,golgi vesicle transport,establishment of epithelial cell polarity,positive regulation of cell adhesion
MYL6,cytoskeletal motor activity,microfilament motor activity,protein binding,calcium ion binding,structural constituent of muscle,muscle filament sliding
NTF3,neurotrophin receptor binding,signaling receptor binding,nerve growth factor receptor binding,protein binding,chemoattractant activity,growth factor activit
PIDD1,apoptotic signaling pathway,dna damage response,death receptor binding,nf-kappab transcription factor activity,negative regulation of apoptotic process,endopeptidase activity
NDOR1,nadph-hemoprotein reductase activity,electron transfer activity,iron-sulfur cluster assembly,cytosol localization,fad binding,protein bindin
TELO2,telomeric dna binding,protein kinase binding,protein binding,molecular adaptor activity,hsp90 protein binding,positive regulation of dna damage checkpoint
RELB,non-canonical nf-κb signaling,lymphocyte differentiation,antigen processing and presentation,dna-binding transcription factor activity,positive regulation of transcription by rna polymerase ii,negative regulation of interferon-beta production
SMG6,nonsense-mediated decay,exon-exon junction complex,rna binding,telomeric dna binding,mrna export from nucleus,nuclear-transcribed mrna catabolic process
KCNJ11,atp-sensitive inward rectifier potassium channel activity,regulation of membrane potential,response to stress,cellular response to nutrient levels,apoptotic process,potassium ion transmembrane transport
INO80C,dna strand elongation,chromatin remodeling,dna repair,cell cycle regulation,telomere maintenance,dna replication
PCBP2,rna binding,protein binding,lncrna binding,ubiquitin protein ligase binding,chromatin looping,negative regulation of cgas/sting signaling pathway
UBE2T,ubiquitin-protein transferase activity,protein k48-linked ubiquitination,dna damage response,protein autoubiquitination,nucleus localization,none
SETDB1,histone h3k9 methyltransferase activity,heterochromatin organization,dna methylation-dependent constitutive heterochromatin formation,transposable element silencing by heterochromatin formation,negative regulation of gene expression,methyltransferase activit
RLN3,hormone activity,g protein-coupled receptor binding,signal transduction,protein binding,extracellular region,neurotransmission
NTRK3,neurotrophic factor binding,receptor tyrosine kinase activity,pi3k/akt signaling,map kinase pathway,neuron development,tumorigenesis
BET1,vesicle-mediated transport,protein binding,snap receptor activity,endoplasmic reticulum to golgi vesicle-mediated transport,snare complex,golgi apparatus
RALGDS,guanyl-nucleotide exchange factor activity,protein binding,small gtpase-mediated signal transduction,ras protein signal transduction,cytosol localization,nucleus localizatio
HLA-G,peptide antigen binding,cd8 receptor binding,immune response,antigen processing and presentation of peptide antigen via mhc class i,negative regulation of immune response,positive regulation of tolerance induction
RAPGEF1,guanyl-nucleotide exchange factor activity,signal transduction,blood vessel development,cellular response to nerve growth factor stimulus,positive regulation of neuron projection development,negative regulation of neural precursor cell proliferation
UBL4A,ubiquitin-like protein transferase activity,protein degradation,post-translational modification process,protein folding chaperone binding,regulation of protein stability,er membrane protein targetin
EPC1,chromatin organization,double-strand break repair via homologous recombination,regulation of cell cycle,transcription by rna polymerase ii,positive regulation of transcription,negative regulation of gene expression
ATP6V0A2,v-type proton atpase activity,regulation of macroautophagy,immune response,lysosomal acidification,cellular ph homeostasis,tumor growth
CASK,calcium/calmodulin dependent serine protein kinase activity,histone kinase activity,neurexin family protein binding,synapse,protein serine kinase activity,positive regulation of transcription by rna polymerase i
DPH1,protein histidyl modification to diphthamide,2-(3-amino-3-carboxypropyl)histidine synthase activity,cell cycle regulation,apoptosis,nucleus localization,cytosol localization
NAA38,rna binding,protein binding,negative regulation of apoptotic process,cytoplasm,nucleus,natc complex
IDH2,nad binding,isocitrate dehydrogenase (nadp+) activity,oxidoreductase activity,metal ion binding,2-oxoglutarate metabolic process,isocitrate metabolic process
NRXN1,synaptic membrane adhesion,neurotransmitter secretion,regulation of synaptic vesicle cycle,signal transduction,cellular response to calcium ion,cell adhesion
